iter	Passed	Remaining
222	436	1519
223	437	1515
224	438	1511
225	439	1506
226	441	1502
227	442	1497
228	443	1492
229	444	1488
230	446	1485
231	447	1481
232	448	1477
233	449	1472
234	451	1469
235	453	1466
236	454	1464
237	456	1460
238	457	1455
239	458	1451
240	459	1447
241	461	1444
242	462	1440
243	463	1436
244	464	1432
245	481	1476
246	482	1471
247	483	1467
248	485	1463
249	486	1460
250	487	1456
251	489	1452
252	490	1448
253	492	1445
254	493	1441
255	494	1437
256	496	1434
257	497	1431
258	498	1426
259	500	1423
260	501	1419
261	502	1416
262	503	1412
263	505	1408
264	506	1405
265	508	1402
266	510	1401
267	512	1399
268	524	1424
269	526	1422
270	527	1419
271	529	1417
272	531	1416
273	533	1413
274	535	1410
275	536	1407
276	538	1404
277	539	1401
278	540	1398
279	542	1394
280	543	1391
281	545	1387
282	546	1384
283	547	1380
284	548	1376
285	549	1372
286	551	1369
287	552	1365
288	553	1361
289	554	1358
290	556	1354
291	557	1350
292	558	1346
293	559	1342
294	560	1339
295	561	1335
296	562	1331
297	563	1327
298	564	1324
299	566	1321
300	567	1318
301	568	1314
302	569	1310
303	570	1307
304	571	1303
305	573	1299
306	574	1295
307	575	1292
308	576	1288
309	577	1285
310	578	1281
311	579	1278
312	581	1275
313	582	1272
314	583	1269
315	585	1266
316	586	1263
317	587	1260
318	588	1257
319	590	1254
320	591	1251
321	592	1248
322	594	1245
323	595	1242
324	596	1239
325	597	1235
326	599	1233
327	600	1230
328	601	1227
329	603	1224
330	604	1221
331	605	1218
332	607	1215
333	608	1212
334	609	1210
335	610	1207
336	612	1204
337	613	1202
338	615	1199
339	616	1196
340	617	1194
341	619	1191
342	620	1189
343	622	1186
344	623	1184
345	625	1181
346	626	1179
347	628	1176
348	629	1174
349	630	1171
350	632	1168
351	633	1165
352	634	1163
353	636	1161
354	637	1158
355	639	1156
356	640	1153
357	641	1150
358	643	1148
359	644	1145
360	645	1143
361	646	1140
362	648	1137
363	649	1135
364	651	1133
365	652	1130
366	653	1127
367	655	1125
368	656	1122
369	657	1119
370	658	1117
371	660	1114
372	661	1111
373	662	1109
374	663	1106
375	665	1104
376	667	1103
377	669	1101
378	670	1099
379	672	1097
380	674	1096
381	676	1094
382	679	1095
383	682	1094
384	683	1092
385	685	1090
386	687	1089
387	690	1088
388	692	1087
389	698	1092
390	703	1095
391	708	1098
392	711	1098
393	713	1097
394	715	1095
395	717	1094
396	720	1094
397	722	1093
398	724	1091
399	728	1092
400	731	1092
401	734	1093
402	737	1092
403	739	1090
404	742	1091
405	744	1089
406	746	1088
407	750	1089
408	752	1088
409	754	1086
410	756	1084
411	759	1083
412	761	1082
413	764	1082
414	766	1080
415	768	1079
416	772	1079
417	774	1077
418	776	1076
419	779	1076
420	781	1075
421	784	1074
422	787	1074
423	789	1072
424	791	1070
425	794	1069
426	796	1068
427	798	1066
428	801	1066
429	804	1066
430	806	1064
431	809	1064
432	812	1063
433	813	1061
434	816	1060
435	819	1060
436	821	1058
437	824	1058
438	826	1056
439	828	1054
440	831	1054
441	833	1052
442	835	1050
443	838	1049
444	840	1048
445	842	1046
446	844	1044
447	848	1044
448	850	1043
449	853	1042
450	855	1041
451	857	1039
452	859	1037
453	861	1036
454	863	1034
455	865	1032
456	867	1030
457	869	1028
458	870	1026
459	872	1024
460	875	1023
461	877	1022
462	879	1020
463	881	1018
464	883	1016
465	885	1014
466	887	1012
467	889	1010
468	891	1009
469	892	1006
470	894	1004
471	895	1002
472	897	999
473	898	997
474	900	995
475	902	993
476	903	990
477	905	988
478	906	986
479	907	983
480	909	981
481	911	979
482	913	978
483	915	975
484	916	973
485	918	971
486	920	969
487	921	967
488	923	965
489	925	963
490	927	961
491	928	959
492	930	956
493	932	954
494	933	952
495	935	950
496	936	948
497	938	946
498	940	944
499	942	942
500	943	939
501	944	937
502	946	935
503	947	932
504	949	930
505	951	928
506	952	926
507	955	925
508	958	924
509	959	922
510	961	919
511	963	917
512	965	916
513	967	914
514	969	912
515	970	910
516	971	908
517	973	905
518	974	903
519	976	901
520	977	898
521	978	896
522	980	893
523	981	891
524	984	890
525	986	888
526	988	887
527	990	885
528	993	884
529	996	883
530	998	881
531	999	879
532	1001	877
533	1003	875
534	1006	874
535	1007	872
536	1009	869
537	1010	867
538	1012	866
539	1013	863
540	1014	861
541	1018	860
542	1020	858
543	1021	856
544	1023	854
545	1025	852
546	1027	850
547	1029	848
548	1031	847
549	1033	845
550	1035	843
551	1037	841
552	1039	840
553	1041	838
554	1043	836
555	1044	834
556	1046	832
557	1048	830
558	1049	828
559	1050	825
560	1052	823
561	1053	821
562	1055	819
563	1057	817
564	1058	814
565	1059	812
566	1061	810
567	1062	808
568	1064	806
569	1065	803
570	1066	801
571	1068	799
572	1069	796
573	1070	794
574	1071	792
575	1073	790
576	1074	787
577	1075	785
578	1077	783
579	1078	780
580	1079	778
581	1080	776
582	1081	773
583	1083	771
584	1084	769
585	1085	767
586	1087	765
587	1089	763
588	1090	761
589	1092	758
590	1093	757
591	1094	754
592	1095	752
593	1096	749
594	1098	747
595	1099	745
596	1100	743
597	1102	740
598	1103	738
599	1105	736
600	1106	734
601	1108	732
602	1109	730
603	1110	728
604	1112	726
605	1113	724
606	1114	721
607	1116	719
608	1117	717
609	1118	715
610	1119	713
611	1121	710
612	1122	708
613	1123	706
614	1125	704
615	1126	702
616	1127	699
617	1128	697
618	1130	696
619	1132	693
620	1133	691
621	1134	689
622	1135	687
623	1136	685
624	1138	683
625	1140	681
626	1141	678
627	1142	676
628	1143	674
629	1145	672
630	1146	670
631	1148	668
632	1149	666
633	1150	664
634	1151	662
635	1153	660
636	1154	657
637	1155	655
638	1156	653
639	1157	651
640	1159	649
641	1160	647
642	1161	644
643	1162	642
644	1164	640
645	1165	638
646	1166	636
647	1168	634
648	1169	632
649	1170	630
650	1171	628
651	1173	626
652	1174	624
653	1176	622
654	1177	620
655	1178	618
656	1180	616
657	1181	614
658	1182	612
659	1184	610
660	1186	608
661	1187	606
662	1188	604
663	1190	602
664	1192	600
665	1193	598
666	1194	596
667	1195	594
668	1197	592
669	1198	590
670	1200	588
671	1201	586
672	1203	584
673	1204	582
674	1206	580
675	1207	578
676	1208	576
677	1210	574
678	1211	572
679	1213	570
680	1214	568
681	1215	566
682	1217	565
683	1218	563
684	1220	561
685	1221	559
686	1223	557
687	1224	555
688	1226	553
689	1227	551
690	1229	549
691	1230	547
692	1231	545
693	1233	543
694	1234	541
695	1236	539
696	1237	538
697	1238	536
698	1240	534
699	1241	532
700	1243	530
701	1244	528
702	1245	526
703	1247	524
704	1248	522
705	1250	520
706	1251	518
707	1252	516
708	1254	514
709	1254	512
710	1256	510
711	1257	508
712	1259	506
713	1260	504
714	1262	503
715	1263	501
716	1265	499
717	1266	497
718	1267	495
719	1269	493
720	1270	491
721	1272	489
722	1273	487
723	1274	486
724	1276	484
725	1277	482
726	1279	480
727	1280	478
728	1282	476
729	1283	474
730	1284	472
731	1286	471
732	1287	469
733	1289	467
734	1290	465
735	1291	463
736	1293	461
737	1294	459
738	1296	457
739	1297	455
740	1298	454
741	1300	452
742	1301	450
743	1303	448
744	1304	446
745	1305	444
746	1306	442
747	1308	440
748	1309	438
749	1311	437
750	1312	435
751	1313	433
752	1315	431
753	1316	429
754	1317	427
755	1318	425
756	1320	423
757	1321	421
758	1322	419
759	1323	418
760	1324	416
761	1326	414
762	1327	412
763	1328	410
764	1329	408
765	1330	406
766	1332	404
767	1333	402
768	1334	400
769	1335	398
770	1336	396
771	1337	395
772	1339	393
773	1340	391
774	1341	389
775	1342	387
776	1343	385
777	1344	383
778	1345	381
779	1346	379
780	1348	378
781	1349	376
782	1350	374
783	1352	372
784	1353	370
785	1354	368
786	1356	367
787	1357	365
788	1358	363
789	1360	361
790	1361	359
791	1363	358
792	1364	356
793	1366	354
794	1367	352
795	1368	350
796	1370	349
797	1371	347
798	1372	345
799	1373	343
800	1375	341
801	1376	339
802	1377	338
803	1379	336
804	1380	334
805	1381	332
806	1383	330
807	1384	328
808	1385	327
809	1386	325
810	1387	323
811	1389	321
812	1390	319
813	1391	318
814	1393	316
815	1394	314
816	1395	312
817	1396	310
818	1398	309
819	1399	307
820	1400	305
821	1401	303
822	1403	301
823	1404	299
824	1405	298
825	1407	296
826	1408	294
827	1409	292
828	1410	291
829	1412	289
830	1413	287
831	1415	285
832	1416	283
833	1417	282
834	1418	280
835	1419	278
836	1421	276
837	1422	274
838	1423	273
839	1424	271
840	1425	269
841	1427	267
842	1428	266
843	1429	264
844	1431	262
845	1432	260
846	1433	258
847	1434	257
848	1435	255
849	1436	253
850	1438	251
851	1439	250
852	1440	248
853	1441	246
854	1443	244
855	1444	242
856	1445	241
857	1446	239
858	1447	237
859	1448	235
860	1450	234
861	1451	232
862	1453	230
863	1454	228
864	1455	227
865	1457	225
866	1458	223
867	1459	221
868	1460	220
869	1462	218
870	1463	216
871	1464	214
872	1465	213
873	1467	211
874	1468	209
875	1469	208
876	1470	206
877	1473	204
878	1474	203
879	1476	201
880	1477	199
881	1478	197
882	1480	196
883	1481	194
884	1483	192
885	1484	191
886	1485	189
887	1487	187
888	1489	185
889	1490	184
890	1491	182
891	1493	180
892	1494	179
893	1496	177
894	1497	175
895	1498	173
896	1500	172
897	1501	170
898	1502	168
899	1504	167
900	1505	165
901	1506	163
902	1507	161
903	1509	160
904	1510	158
905	1512	156
906	1514	155
907	1515	153
908	1517	151
909	1520	150
910	1521	148
911	1523	147
912	1525	145
913	1526	143
914	1528	141
915	1529	140
916	1531	138
917	1532	136
918	1534	135
919	1535	133
920	1537	131
921	1538	130
922	1539	128
923	1541	126
924	1543	125
925	1544	123
926	1545	121
927	1547	120
928	1548	118
929	1549	116
930	1550	114
931	1551	113
932	1552	111
933	1554	109
934	1555	108
935	1556	106
936	1558	104
937	1559	103
938	1560	101
939	1561	99
940	1562	97
941	1564	96
942	1565	94
943	1566	92
944	1567	91
945	1568	89
946	1569	87
947	1571	86
948	1572	84
949	1573	82
950	1574	81
951	1575	79
952	1577	77
953	1578	76
954	1579	74
955	1580	72
956	1581	71
957	1583	69
958	1584	67
959	1586	66
960	1587	64
961	1588	62
962	1589	61
963	1591	59
964	1593	57
965	1594	56
966	1595	54
967	1597	52
968	1599	51
969	1600	49
970	1601	47
971	1602	46
972	1604	44
973	1605	42
974	1606	41
975	1607	39
976	1608	37
977	1610	36
978	1611	34
979	1612	32
980	1613	31
981	1614	29
982	1616	27
983	1617	26
984	1618	24
985	1619	22
986	1620	21
987	1621	19
988	1623	18
989	1624	16
990	1625	14
991	1626	13
992	1627	11
993	1628	9
994	1630	8
995	1631	6
996	1632	4
997	1633	3
998	1634	1
999	1637	0
